sigma_res,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.05,0.0005,10,sol_619b258d19d7d2c3,ev_f0e6cdc03f61,hm_af8fc4d5852f,0.5670102834701538,False
0.02,0.0003,200,sol_764a57d1d6941687,ev_f0efbd1b0bfd,hm_1602ff939866,1.500001311302185,False
0.01,0.0005,100,sol_69494ae45201ce95,ev_f0f32f3f1dc5,hm_bd4d3751a16f,1.4352668523788452,False
0.05,0.0003,1000,sol_add9791451d6426a,ev_f0f467ea9450,hm_8c986396d3ec,752.155029296875,True
0.01,0.0005,50,sol_19a5611a6fe928ff,ev_f127ecb922f8,hm_bd4d3751a16f,0.5669753551483154,False
0.05,0.0005,50,sol_02dc2151f8af79bf,ev_f1474e208550,hm_af8fc4d5852f,0.7608568668365479,False
0.05,0.0005,700,sol_def47fcb728056d6,ev_f14a1f8ce94b,hm_af8fc4d5852f,10004.763671875,True
0.0,0.0001,1000,sol_b4d6ac8df831d697,ev_f15764386d1e,hm_a00ad2a2c52a,0.5669698715209961,False
0.05,0.0005,400,sol_6c36f5b0c18944c4,ev_f15842d2c48b,hm_af8fc4d5852f,16.51448631286621,False
0.02,0.0001,100,sol_0aa5f8f574a731c8,ev_f1846cbe6b83,hm_979a58ab8892,1.5000135898590088,False
0.01,0.0005,700,sol_0abd1a09e8221282,ev_f1c0d7d88e6a,hm_bd4d3751a16f,1.3617451190948486,False
0.02,0.0005,200,sol_ed98cac73f9dc5e6,ev_f1e1493cbb06,hm_f442e5139114,0.9040825963020325,False
0.0,0.0005,100,sol_2d6fe68c49331131,ev_f2233ce7573e,hm_7a9cff01f511,0.6425935626029968,False
0.02,0.0005,700,sol_324f7249de4e6fc4,ev_f228a7d177a2,hm_f442e5139114,3.22160267829895,False
0.0,0.0003,200,sol_7346f83432c0e6b1,ev_f2372719d153,hm_a0f8ed47a107,0.4545450210571289,False
0.0,0.0003,400,sol_948ee78fe156703c,ev_f251c7808da8,hm_a0f8ed47a107,0.7953097224235535,False
0.01,0.0005,100,sol_15cbbc8d0a9c3002,ev_f254aa9d7479,hm_bd4d3751a16f,0.5999510288238525,False
0.01,0.0001,400,sol_04cc71a1c447b849,ev_f259dd3e57ac,hm_844cdcf42c7e,0.7342475652694702,False
0.05,0.0003,1000,sol_e443257bfc664042,ev_f2bad3b3b6a3,hm_8c986396d3ec,789.6759033203125,True
0.05,0.0001,100,sol_aa423598378553bd,ev_f31a1b3f5244,hm_9108b6e19b67,1.4710588455200195,False
0.05,0.0003,400,sol_2c1d1b7b0d08cc96,ev_f3379433aa80,hm_8c986396d3ec,287.54541015625,True
0.02,0.0003,400,sol_8bcfe2dbe4523f21,ev_f33f2c735e48,hm_1602ff939866,1.4888899326324463,False
0.05,0.0003,200,sol_6f41a12ed008443b,ev_f3472fc12126,hm_8c986396d3ec,1.4085450172424316,False
0.05,0.0003,100,sol_76ab36707cfbe4a5,ev_f35de40a084d,hm_8c986396d3ec,1.3639345169067383,False
0.02,0.0003,1000,sol_5ca9484d2ff55ad4,ev_f373c0fa1ee4,hm_1602ff939866,153.4037628173828,True
0.05,0.0005,50,sol_5c7964978879d22c,ev_f3931a1685ca,hm_af8fc4d5852f,1.4272061586380005,False
0.05,0.0001,20,sol_3fa9e66be2e5bd5a,ev_f3a7b60a1533,hm_9108b6e19b67,0.5670102834701538,False
0.05,0.0003,700,sol_2275bd4a68de12ad,ev_f3cd01308460,hm_8c986396d3ec,382.65289306640625,True
0.01,0.0003,20,sol_bcdfc5adb539c8f8,ev_f405cd4db0d9,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0005,700,sol_d2bb420a2a0aab8a,ev_f411b6f299d2,hm_af8fc4d5852f,1782.6885986328125,True
0.05,0.0003,100,sol_250fe61bedeb1026,ev_f42ce88d87d7,hm_8c986396d3ec,1.6638320684432983,False
0.0,0.0001,100,sol_bf7f9350d1d48fb8,ev_f44680302ebe,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,1000,sol_38b777a2c4706354,ev_f4680237f080,hm_a0f8ed47a107,1.0934334993362427,False
0.0,0.0003,10,sol_b3e0d7e1930aee8a,ev_f46af04d19f6,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,200,sol_ab77b6043a8da57a,ev_f477dccb1c0b,hm_3298667cddaa,0.5669692158699036,False
0.02,0.0005,1000,sol_8de3a58fd8506f77,ev_f4864be6f9e3,hm_f442e5139114,3.726177930831909,False
0.01,0.0005,10,sol_757488eb419e7b9f,ev_f4a7faff4c5a,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0003,1000,sol_b357d5ab74659c52,ev_f4b020004e12,hm_3298667cddaa,3.980354070663452,False
0.0,0.0001,100,sol_62e29bdcc32c55cb,ev_f4cf3f20509d,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,700,sol_4a78c179d15f2840,ev_f514d4ad25ba,hm_9108b6e19b67,2042.2750244140625,True
0.01,0.0001,100,sol_bdacfc8528ff3d64,ev_f518d9302541,hm_844cdcf42c7e,0.5669786334037781,False
0.02,0.0005,10,sol_19b628af64ea37e8,ev_f53985f0098c,hm_f442e5139114,0.4545454680919647,False
0.0,0.0005,100,sol_2aa65a7549320356,ev_f53e1e98d47a,hm_7a9cff01f511,0.566974401473999,False
0.0,0.0005,200,sol_49c69e125eabfbdf,ev_f5594d6c36ab,hm_7a9cff01f511,0.5669756531715393,False
0.05,0.0003,700,sol_4bf6744753c4a425,ev_f5923b19ceaa,hm_8c986396d3ec,3101.876953125,True
0.02,0.0003,100,sol_2b94f295af5a1dcb,ev_f593ecb45f55,hm_1602ff939866,1.5000016689300537,False
0.05,0.0001,50,sol_5361f3fe02e5ea58,ev_f5a06dbdfad3,hm_9108b6e19b67,0.7349385023117065,False
0.0,0.0003,100,sol_ba6bad4317f00b0f,ev_f5df589b74ed,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0001,10,sol_0c53b3d2cc09b00b,ev_f5e2154194b6,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0001,10,sol_46d7946867115bc8,ev_f6007a4a9fa2,hm_9108b6e19b67,0.4545454680919647,False
0.02,0.0001,700,sol_1516ed00818c24e7,ev_f607344235f9,hm_979a58ab8892,4.098021030426025,False
0.0,0.0005,1000,sol_e3a605860ced3241,ev_f6199b7e72ae,hm_7a9cff01f511,1.5764497518539429,False
0.01,0.0003,1000,sol_ab945b9739941569,ev_f61a6c906284,hm_3298667cddaa,1.4347890615463257,False
0.01,0.0005,100,sol_36763a8da5cbe659,ev_f629234b44eb,hm_bd4d3751a16f,0.760868489742279,False
0.0,0.0001,1000,sol_a0912638bbc91cbe,ev_f62ea4cb8626,hm_a00ad2a2c52a,1.4351879358291626,False
0.0,0.0005,50,sol_48cd196beb060f5c,ev_f66af2674f45,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0005,200,sol_6da918ee6dbe7721,ev_f6987fd96d8f,hm_7a9cff01f511,0.5669738054275513,False
0.0,0.0003,100,sol_1c6378a9ad2cabad,ev_f6ac50141c60,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0005,50,sol_26169e973e672a38,ev_f6d928f97c66,hm_f442e5139114,0.5669753551483154,False
0.02,0.0005,100,sol_635db6b9e498a479,ev_f6de5180bd85,hm_f442e5139114,0.6290620565414429,False
0.05,0.0001,100,sol_efa57746e8f8d7ea,ev_f6e214f16c75,hm_9108b6e19b67,0.8023050427436829,False
0.01,0.0001,100,sol_4f6fc2c4d22d4b7b,ev_f6e465dc89df,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0001,400,sol_0242cc6dd61459df,ev_f6ec3e35302f,hm_979a58ab8892,1.4348613023757935,False
0.01,0.0001,20,sol_d081523d0f5006b5,ev_f6ee8c6283a2,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0005,10,sol_cad7a80e0435019f,ev_f762acbd69ed,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0005,20,sol_a9f3baeb900f380a,ev_f790a777b40c,hm_f442e5139114,0.4545454680919647,False
0.05,0.0001,20,sol_e1547d00538753eb,ev_f79e4fa09e7c,hm_9108b6e19b67,0.6291883587837219,False
0.05,0.0005,700,sol_33bc2fe9608c7caa,ev_f7d34ce2960b,hm_af8fc4d5852f,370.989990234375,True
0.0,0.0003,400,sol_09143a647c50408f,ev_f7f58c41bf6b,hm_a0f8ed47a107,0.5669674873352051,False
0.01,0.0005,1000,sol_0a15008e1fef5eb4,ev_f814f0fcc9db,hm_bd4d3751a16f,1.580669641494751,False
0.0,0.0001,400,sol_6e22ba02362a9f2a,ev_f87719412995,hm_a00ad2a2c52a,0.566973865032196,False
0.05,0.0003,100,sol_baadcac06e88e093,ev_f89653d44272,hm_8c986396d3ec,1.157905101776123,False
0.01,0.0001,700,sol_14157aea330ea536,ev_f8be7d7363fc,hm_844cdcf42c7e,1.221226453781128,False
0.0,0.0001,100,sol_8c79930c76abfa7e,ev_f8e04e10f22a,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,50,sol_8cdb42247388a80e,ev_f8eb887042d6,hm_f442e5139114,0.5669770240783691,False
0.0,0.0005,400,sol_843ce655eeeed636,ev_f925915d9c2d,hm_7a9cff01f511,0.855117917060852,False
0.05,0.0003,400,sol_e81e7b681cf55044,ev_f92eb58dbf37,hm_8c986396d3ec,557.9659423828125,True
0.05,0.0003,20,sol_5e38b6ed8e4f2aac,ev_f936cfc70b82,hm_8c986396d3ec,0.6291883587837219,False
0.01,0.0001,1000,sol_fc76c021aa39a354,ev_f97e9d287382,hm_844cdcf42c7e,1.4992815256118774,False
0.05,0.0001,1000,sol_d3458bcba0c52f47,ev_f993c72731d7,hm_9108b6e19b67,1066.9805908203125,True
0.05,0.0001,1000,sol_d99ea8fa2b41df58,ev_f9995e762964,hm_9108b6e19b67,1150.6678466796875,True
0.05,0.0005,20,sol_f70db7144c1622f4,ev_f9ae8149e43d,hm_af8fc4d5852f,0.4545454680919647,False
0.02,0.0005,200,sol_45cefa049ff12312,ev_f9ccb408155d,hm_f442e5139114,0.6977442502975464,False
0.05,0.0003,200,sol_47276096bb04bd75,ev_f9d12ab2ee22,hm_8c986396d3ec,7.029263973236084,False
0.05,0.0005,10,sol_2e1f4814242c5d04,ev_f9eaa07bd69b,hm_af8fc4d5852f,0.4545454680919647,False
0.02,0.0005,100,sol_6a1e35979149df05,ev_fa019c602cc2,hm_f442e5139114,0.5998837947845459,False
0.02,0.0001,400,sol_86b41979acaf7c4f,ev_fa026ef27b0e,hm_979a58ab8892,1.6798864603042603,False
0.0,0.0003,10,sol_f71338a7e0c341b9,ev_fa423bc9e08a,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,50,sol_b00e7140901e1c59,ev_fa43380b7f4d,hm_979a58ab8892,0.5669770836830139,False
0.01,0.0005,200,sol_0bf42c0ac5b59bf5,ev_fa7f7df455ba,hm_bd4d3751a16f,0.6774922013282776,False
0.0,0.0001,400,sol_6eafc0aaf72b77b6,ev_fad321195906,hm_a00ad2a2c52a,0.5669607520103455,False
0.0,0.0001,20,sol_7f077f41d4ada6d1,ev_fadd59ee0856,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0003,50,sol_64caf0fae5ada26f,ev_fade703ab62e,hm_8c986396d3ec,0.9847536087036133,False
0.02,0.0001,700,sol_98f0e3928a55ca40,ev_fae4761c7e0a,hm_979a58ab8892,12.250689506530762,False
0.0,0.0005,400,sol_24ef2411090698de,ev_fb0a43c3ef3d,hm_7a9cff01f511,0.8283126354217529,False
0.02,0.0005,200,sol_eb526c5ca604df13,ev_fb3b9955e2c1,hm_f442e5139114,0.7435871362686157,False
0.02,0.0005,10,sol_ae96ed94102c3d24,ev_fb5fdb4549ef,hm_f442e5139114,0.4545454680919647,False
0.0,0.0001,1000,sol_688bb7b900588f5b,ev_fb60665b517e,hm_a00ad2a2c52a,0.5641608238220215,False
0.01,0.0001,1000,sol_e147c4eb6de93dab,ev_fb9c344a74b7,hm_844cdcf42c7e,1.4997107982635498,False
0.01,0.0001,100,sol_259b282368779859,ev_fba606ca3092,hm_844cdcf42c7e,0.6722669005393982,False
0.02,0.0005,10,sol_1e03f5775c2fb73b,ev_fc025fceb385,hm_f442e5139114,0.4545454680919647,False
0.01,0.0001,10,sol_26f0a54342bc165c,ev_fc2093d394a8,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,10,sol_077d7920bfe95912,ev_fc2735972dc6,hm_1602ff939866,0.4545454680919647,False
0.05,0.0005,200,sol_3f8cff1dd349f794,ev_fc889ed979ca,hm_af8fc4d5852f,34.370849609375,False
0.01,0.0001,20,sol_2a1e6ff58c76eea8,ev_fcde3a42b672,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,700,sol_3c3d6e3a1d19b827,ev_fd0ec2e2e342,hm_1602ff939866,2.065948963165283,False
0.02,0.0001,400,sol_971d4d0a7d1bcc8a,ev_fd292e2654f0,hm_979a58ab8892,5.566739082336426,False
0.05,0.0001,200,sol_5d4a602a1e6e1c1f,ev_fd4e5ae1d96d,hm_9108b6e19b67,23.741470336914062,False
0.02,0.0003,10,sol_f3ca22d594a2a67a,ev_fd5c166a8928,hm_1602ff939866,0.4545454680919647,False
0.0,0.0001,20,sol_34064088970a6122,ev_fd91b4bf6212,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,100,sol_37dad5ddb97165bc,ev_fd95d690a8a6,hm_1602ff939866,0.5670011639595032,False
0.0,0.0005,1000,sol_ed1e37c1f9cf5784,ev_fda8fca5cadb,hm_7a9cff01f511,1.243443489074707,False
0.02,0.0005,1000,sol_ae3c6d71c9551e18,ev_fdbcc28a4ea4,hm_f442e5139114,242.6107940673828,True
0.05,0.0003,20,sol_732e83409b0fd386,ev_fdddcd041e21,hm_8c986396d3ec,0.7819658517837524,False
0.05,0.0001,100,sol_1cbcb17cab30e949,ev_fde8356ebabf,hm_9108b6e19b67,1.688830018043518,False
0.02,0.0003,1000,sol_4235404b95e83b84,ev_fe0829fe0fe7,hm_1602ff939866,11.206134796142578,False
0.05,0.0001,700,sol_537980a05fc3bc05,ev_fe2c7b2cdb70,hm_9108b6e19b67,2056.581298828125,True
0.01,0.0001,700,sol_0290af1826116c55,ev_fe31b03b348f,hm_844cdcf42c7e,1.6816349029541016,False
0.05,0.0001,1000,sol_b5a8025488eed3ef,ev_fe8e00f16665,hm_9108b6e19b67,1050.31689453125,True
0.01,0.0005,100,sol_ed74d29652024925,ev_feaea95d332c,hm_bd4d3751a16f,0.5670021176338196,False
0.02,0.0001,400,sol_072e99ac188dbdb4,ev_feb23ffb5835,hm_979a58ab8892,1.2783660888671875,False
0.02,0.0001,700,sol_b881d55bcde88dc1,ev_fed5fa51c7a0,hm_979a58ab8892,5.611858367919922,False
0.02,0.0003,1000,sol_e00114e8e9248549,ev_ff2df2449412,hm_1602ff939866,14.303629875183105,False
0.01,0.0003,400,sol_0d8a17989a0f2c46,ev_ff2f5bf9862d,hm_3298667cddaa,1.1922869682312012,False
0.0,0.0001,200,sol_6857eaf63be3306f,ev_ff47c55886b6,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,100,sol_e5866418456a4bae,ev_ff6e688daecc,hm_3298667cddaa,0.5670031309127808,False
0.02,0.0005,20,sol_883b232b3d18d229,ev_ff91203c83b2,hm_f442e5139114,0.4545454680919647,False
0.01,0.0003,200,sol_982f8573319a27fc,ev_ffc2e9c44983,hm_3298667cddaa,0.8488278985023499,False
0.01,0.0005,50,sol_27d9d1684c78ce43,ev_ffe08d3b6ad8,hm_bd4d3751a16f,0.5669767260551453,False
0.0,0.0003,20,sol_71449bc8d629eed0,ev_ffe3678898f5,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0001,700,sol_45a8d3dc8d14311a,ev_ffef99beda70,hm_844cdcf42c7e,1.1923084259033203,False
0.0,0.0001,10,sol_ef5a6ae4ff0f4ac7,ev_fffb9dda5d63,hm_a00ad2a2c52a,0.4545454680919647,False
